epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,13308.9,1.49161,0.57666,0.51169,1.60148,1.77779,0.65787,0.57037,0.62553,0.35315,0.70303,0.61389,0.68799,0.59604,1.4969,0.60909,0.47307,1.50421,1.84781,0.00505,0.00505,0.00505
37,13685.4,1.48687,0.57238,0.512,1.59994,1.77514,0.66007,0.56652,0.62562,0.3541,0.7022,0.6151,0.6886,0.59661,1.49599,0.60785,0.47283,1.50224,1.84613,0.00482792,0.00482792,0.00482792
38,14060,1.48267,0.57119,0.5117,1.59953,1.77201,0.66276,0.56185,0.62616,0.35482,0.69888,0.61136,0.68793,0.59647,1.49511,0.6071,0.47298,1.50181,1.8448,0.00460629,0.00460629,0.00460629
39,14431.9,1.48089,0.57019,0.51167,1.59314,1.77003,0.66441,0.56064,0.62615,0.35476,0.69809,0.60782,0.68731,0.59617,1.49462,0.60618,0.47324,1.50176,1.84388,0.00438555,0.00438555,0.00438555
40,14801.6,1.47973,0.56664,0.50905,1.59234,1.76903,0.66341,0.56246,0.6267,0.3548,0.70153,0.60599,0.68814,0.5971,1.49389,0.60531,0.47295,1.50183,1.84285,0.00416614,0.00416614,0.00416614
41,15172.9,1.47471,0.56623,0.51066,1.58591,1.76758,0.66511,0.56297,0.62718,0.35517,0.70314,0.60666,0.68789,0.59721,1.49311,0.60392,0.47269,1.50206,1.84215,0.00394852,0.00394852,0.00394852
42,15546.5,1.4738,0.56542,0.50992,1.58391,1.76444,0.6622,0.56758,0.62831,0.35578,0.70266,0.60782,0.68765,0.59712,1.49239,0.60336,0.47274,1.50195,1.84132,0.00373312,0.00373312,0.00373312
43,15938,1.47116,0.56538,0.51007,1.57566,1.76245,0.66693,0.56637,0.62846,0.35621,0.70304,0.60802,0.68755,0.59727,1.49155,0.60318,0.47273,1.50201,1.84017,0.00352037,0.00352037,0.00352037
44,16323,1.46908,0.56341,0.5093,1.57478,1.75658,0.66773,0.56246,0.62806,0.35624,0.70286,0.6066,0.68727,0.59706,1.49096,0.60207,0.47296,1.50312,1.83926,0.00331069,0.00331069,0.00331069
45,16711.4,1.4664,0.56424,0.50908,1.57107,1.75534,0.66966,0.56206,0.62827,0.35602,0.70455,0.60336,0.68633,0.59632,1.49043,0.60134,0.47258,1.50335,1.83846,0.00310453,0.00310453,0.00310453
46,17095.5,1.46151,0.56001,0.50787,1.5724,1.75476,0.6705,0.55952,0.62847,0.35643,0.7101,0.60209,0.68624,0.59678,1.48948,0.60076,0.47232,1.50373,1.83704,0.00290228,0.00290228,0.00290228
47,17473.9,1.46053,0.56021,0.50681,1.56886,1.75167,0.67093,0.55935,0.6282,0.35645,0.70655,0.60073,0.68511,0.59559,1.48787,0.60056,0.47238,1.50512,1.83536,0.00270435,0.00270435,0.00270435
48,17837.3,1.45503,0.55868,0.50614,1.56123,1.74681,0.6683,0.56049,0.62786,0.35676,0.70607,0.60154,0.68469,0.59595,1.48641,0.60011,0.47233,1.5069,1.83354,0.00251115,0.00251115,0.00251115
49,18200.5,1.45556,0.55749,0.50583,1.55785,1.74651,0.66457,0.5612,0.62778,0.35661,0.70567,0.5985,0.68395,0.59526,1.4857,0.59943,0.47249,1.50842,1.83257,0.00232306,0.00232306,0.00232306
50,18562.6,1.44678,0.55739,0.50706,1.55244,1.74064,0.66795,0.55961,0.62713,0.35738,0.71,0.59484,0.68401,0.59542,1.48465,0.59942,0.47231,1.51004,1.83142,0.00214046,0.00214046,0.00214046
51,18924.8,1.4501,0.55423,0.50638,1.55223,1.74186,0.66503,0.55875,0.6264,0.35756,0.70648,0.59358,0.68301,0.59497,1.4845,0.59845,0.47241,1.5114,1.83041,0.00196373,0.00196373,0.00196373
52,19288.8,1.44417,0.55488,0.50453,1.54701,1.73629,0.67843,0.55146,0.62562,0.35805,0.71202,0.59142,0.68248,0.59468,1.48405,0.5973,0.47208,1.51299,1.82982,0.0017932,0.0017932,0.0017932
53,19655.7,1.44356,0.554,0.50461,1.54024,1.7354,0.67829,0.55111,0.62629,0.35822,0.71491,0.58643,0.68173,0.59419,1.48347,0.59703,0.47188,1.51502,1.82855,0.00162924,0.00162924,0.00162924
54,20015.3,1.44082,0.55302,0.50439,1.53692,1.7355,0.67612,0.55234,0.6265,0.35853,0.71602,0.58494,0.68139,0.59448,1.48333,0.59693,0.47173,1.51767,1.82794,0.00147217,0.00147217,0.00147217
55,20376.9,1.43941,0.55191,0.50511,1.54493,1.7334,0.67486,0.55234,0.62609,0.3585,0.716,0.58601,0.68133,0.59464,1.48242,0.59586,0.47121,1.51918,1.82699,0.0013223,0.0013223,0.0013223
56,20740.8,1.43688,0.55279,0.50416,1.5338,1.73041,0.67771,0.55254,0.62675,0.35909,0.71794,0.58534,0.68148,0.59502,1.48183,0.59506,0.47083,1.52091,1.82623,0.00117993,0.00117993,0.00117993
57,21108.8,1.43492,0.55186,0.50363,1.53119,1.72777,0.67857,0.55173,0.62614,0.35916,0.71535,0.58635,0.681,0.59503,1.48177,0.59457,0.47049,1.52166,1.82621,0.00104537,0.00104537,0.00104537
58,21489.3,1.43197,0.54884,0.50362,1.52655,1.72475,0.67945,0.55052,0.62513,0.35894,0.71572,0.58315,0.68068,0.59486,1.48127,0.59388,0.47013,1.52293,1.8251,0.000918862,0.000918862,0.000918862
59,21865.6,1.42774,0.5478,0.50268,1.52186,1.7217,0.67826,0.54804,0.6245,0.35898,0.71031,0.58534,0.68088,0.59507,1.48111,0.59424,0.47003,1.52335,1.82456,0.000800678,0.000800678,0.000800678
60,22235.8,1.42921,0.54802,0.5033,1.52355,1.72403,0.67782,0.55052,0.62528,0.35929,0.70965,0.58543,0.68103,0.59528,1.48063,0.594,0.46972,1.52241,1.82407,0.000691052,0.000691052,0.000691052
61,22614.3,1.4861,0.59418,0.46419,1.47318,1.76699,0.67876,0.54849,0.6252,0.35992,0.71035,0.58615,0.68052,0.59553,1.47932,0.59315,0.46819,1.52618,1.82348,0.000590204,0.000590204,0.000590204
62,22959.2,1.47301,0.59177,0.46236,1.45872,1.75763,0.67526,0.55173,0.62523,0.36056,0.71066,0.58582,0.67962,0.59509,1.47863,0.5918,0.46645,1.52982,1.82339,0.000498338,0.000498338,0.000498338
63,23307.5,1.46972,0.58881,0.46265,1.44933,1.75407,0.67602,0.55234,0.62577,0.36155,0.71493,0.58413,0.6796,0.59533,1.47814,0.59064,0.46502,1.53213,1.82246,0.000415637,0.000415637,0.000415637
64,23651.3,1.4686,0.58886,0.4629,1.44939,1.75559,0.67738,0.55396,0.62579,0.3624,0.7104,0.58899,0.68018,0.59642,1.47668,0.58937,0.46369,1.53431,1.82142,0.00034227,0.00034227,0.00034227
65,23994.6,1.46346,0.58762,0.46324,1.44665,1.7516,0.67446,0.55624,0.62813,0.36393,0.71165,0.58959,0.68114,0.59732,1.47506,0.58874,0.4625,1.53467,1.82008,0.000278384,0.000278384,0.000278384
66,24335.6,1.4643,0.58922,0.46201,1.44398,1.74969,0.67423,0.559,0.62945,0.36515,0.71379,0.5918,0.68126,0.59805,1.47338,0.58728,0.46143,1.53298,1.819,0.000224107,0.000224107,0.000224107
67,24676.5,1.46002,0.58585,0.46141,1.44029,1.7478,0.67287,0.55942,0.63128,0.36683,0.71184,0.59182,0.6823,0.59904,1.47105,0.58647,0.46035,1.5302,1.81709,0.000179549,0.000179549,0.000179549
68,25017.3,1.46101,0.58575,0.46072,1.44069,1.74734,0.67421,0.56023,0.63281,0.36782,0.70909,0.59384,0.68317,0.59987,1.46946,0.58506,0.45928,1.52625,1.81576,0.000144799,0.000144799,0.000144799
69,25358.5,1.46032,0.58729,0.46253,1.43473,1.74644,0.67494,0.55996,0.63449,0.36901,0.7097,0.59398,0.68462,0.60118,1.46774,0.58384,0.4585,1.52147,1.8137,0.000119927,0.000119927,0.000119927
70,25700.9,1.46078,0.58538,0.46095,1.43442,1.74722,0.67315,0.5653,0.63604,0.36964,0.70686,0.5971,0.68583,0.60275,1.46639,0.5834,0.4578,1.51486,1.81274,0.000104984,0.000104984,0.000104984
