epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,483.656,0.80676,0.15996,0.28054,0.66607,1.32812,0.92081,0.96032,0.98244,0.68529,0.917,0.95635,0.98026,0.95554,1.13536,0.18421,0.16335,0.5507,1.09705,0.00473919,0.00473919,0.00473919
28,500.868,0.80417,0.16185,0.27352,0.64249,1.29625,0.89535,0.95064,0.96701,0.69049,0.8704,0.95238,0.96226,0.93177,1.1172,0.19865,0.1923,0.5587,1.07973,0.0044296,0.0044296,0.0044296
29,518.388,0.81055,0.16286,0.28073,0.65011,1.31401,0.90126,0.97799,0.97543,0.68747,0.89353,0.96575,0.96653,0.94247,1.12382,0.19131,0.16879,0.54373,1.0815,0.00412246,0.00412246,0.00412246
30,536.35,0.79519,0.15795,0.28118,0.6453,1.30085,0.93597,0.9246,0.98058,0.68691,0.93597,0.9246,0.97896,0.95346,1.11975,0.18116,0.16917,0.53862,1.09461,0.00381899,0.00381899,0.00381899
31,554.117,0.77466,0.15751,0.26511,0.62605,1.28541,0.89215,0.95197,0.97654,0.68847,0.92125,0.90476,0.9652,0.93632,1.13875,0.17492,0.15952,0.54006,1.10086,0.00352037,0.00352037,0.00352037
32,571.937,0.77758,0.1523,0.267,0.61931,1.29067,0.90715,0.96924,0.98034,0.69133,0.90344,0.96528,0.97819,0.95232,1.1195,0.17847,0.15989,0.53852,1.07919,0.00322778,0.00322778,0.00322778
33,589.5,0.78477,0.14958,0.27368,0.63148,1.28828,0.92306,0.95213,0.97922,0.69825,0.91921,0.94816,0.97717,0.9533,1.10349,0.17016,0.174,0.51633,1.06499,0.00294239,0.00294239,0.00294239
34,607.201,0.77259,0.14705,0.2738,0.62002,1.28599,0.90038,0.96834,0.97476,0.69497,0.89677,0.96519,0.97263,0.94829,1.10298,0.16334,0.15555,0.52882,1.06582,0.00266532,0.00266532,0.00266532
35,624.973,0.77843,0.14536,0.25125,0.62082,1.27638,0.9136,0.9246,0.97485,0.69712,0.90255,0.91882,0.97129,0.94639,1.10144,0.16972,0.16733,0.53433,1.04527,0.00239766,0.00239766,0.00239766
36,642.517,0.76609,0.13955,0.25752,0.59936,1.28254,0.92695,0.94444,0.98109,0.70214,0.92306,0.94048,0.97166,0.94868,1.10227,0.17494,0.16836,0.53815,1.06794,0.00214046,0.00214046,0.00214046
37,660.498,0.76136,0.14402,0.25803,0.60833,1.2684,0.89917,0.97619,0.98028,0.7071,0.89483,0.97913,0.9771,0.95449,1.09121,0.16665,0.15005,0.52226,1.05305,0.00189475,0.00189475,0.00189475
38,678.172,0.77287,0.14466,0.25773,0.61093,1.26758,0.90943,0.95629,0.98153,0.71494,0.90565,0.95232,0.97859,0.95584,1.07278,0.16649,0.16118,0.50694,1.02413,0.00166149,0.00166149,0.00166149
39,695.556,0.7573,0.13655,0.2545,0.60594,1.26887,0.92031,0.96237,0.98218,0.71652,0.91651,0.9584,0.97974,0.95748,1.08314,0.16691,0.15786,0.50194,1.04734,0.00144161,0.00144161,0.00144161
40,713.245,0.74516,0.13822,0.24363,0.58098,1.25414,0.90013,0.96429,0.98195,0.70852,0.89272,0.95635,0.97561,0.95227,1.06585,0.16307,0.15341,0.49958,1.02696,0.00123596,0.00123596,0.00123596
41,754.877,0.95686,0.17991,0.1935,0.49705,1.04629,0.92197,0.95635,0.98287,0.70767,0.91381,0.94841,0.977,0.95529,1.07954,0.15789,0.13616,0.49618,1.05654,0.00104537,0.00104537,0.00104537
42,771.415,0.96456,0.17451,0.19107,0.47803,1.04208,0.92451,0.95238,0.98123,0.71387,0.91681,0.94444,0.96956,0.9513,1.08482,0.15837,0.1364,0.50092,1.04321,0.000870577,0.000870577,0.000870577
43,788.362,0.96602,0.16894,0.19315,0.47368,1.0415,0.92064,0.96679,0.98477,0.71652,0.9131,0.95901,0.97593,0.95747,1.06289,0.15523,0.13936,0.48151,1.02911,0.000712282,0.000712282,0.000712282
44,804.99,0.94021,0.16643,0.18268,0.45376,1.0223,0.92951,0.94187,0.98409,0.72141,0.92559,0.9379,0.98279,0.96183,1.06198,0.15142,0.12929,0.48414,1.02447,0.000571106,0.000571106,0.000571106
45,821.711,0.95495,0.1746,0.19055,0.46248,1.02828,0.91329,0.96133,0.9825,0.72722,0.90952,0.95737,0.98174,0.96079,1.04442,0.15254,0.13539,0.47225,1.01566,0.000447606,0.000447606,0.000447606
46,838.152,0.92812,0.16542,0.17003,0.44638,1.0164,0.9431,0.94841,0.98452,0.72579,0.93915,0.94444,0.98303,0.96124,1.04286,0.15212,0.13176,0.47891,1.00751,0.00034227,0.00034227,0.00034227
47,854.525,0.92563,0.16717,0.17144,0.45012,1.00842,0.90781,0.98016,0.98395,0.73105,0.90063,0.98016,0.98296,0.96215,1.04028,0.15158,0.13092,0.4749,1.00709,0.000255513,0.000255513,0.000255513
48,871.797,0.94048,0.16049,0.18358,0.45432,1.02048,0.93251,0.96032,0.98441,0.73064,0.92866,0.95635,0.98318,0.96112,1.04309,0.15279,0.13292,0.47366,1.00258,0.000187678,0.000187678,0.000187678
49,889.096,0.92382,0.16125,0.18174,0.44587,1.00991,0.94877,0.95541,0.98717,0.7291,0.94483,0.95144,0.98617,0.96501,1.04811,0.15,0.134,0.46558,1.0009,0.000139032,0.000139032,0.000139032
50,905.481,0.93623,0.15804,0.17679,0.45005,1.0072,0.94171,0.95635,0.98589,0.7312,0.9378,0.95238,0.98495,0.96403,1.04455,0.14931,0.13134,0.46538,0.99946,0.000109768,0.000109768,0.000109768
