epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,6337.1,1.1372,0.35766,0.42325,1.04835,1.5096,0.7915,0.77708,0.84816,0.6122,0.80821,0.78963,0.86388,0.81631,0.99676,0.31548,0.35992,0.81694,1.41199,0.0095098,0.0095098,0.0095098
12,6862.25,1.12408,0.34912,0.42045,1.03049,1.49831,0.81013,0.76878,0.8518,0.61858,0.82724,0.78433,0.86726,0.82137,0.98617,0.30649,0.35597,0.80587,1.39686,0.00940895,0.00940895,0.00940895
13,7388.82,1.11331,0.34263,0.41429,1.01694,1.48593,0.80042,0.77953,0.85582,0.62404,0.81518,0.79712,0.86859,0.82339,0.9729,0.30164,0.35399,0.79296,1.38542,0.00929932,0.00929932,0.00929932
14,7923.28,1.10555,0.33727,0.41241,1.00449,1.4789,0.80871,0.787,0.85949,0.62943,0.82362,0.79915,0.87353,0.82917,0.9621,0.2953,0.35274,0.78055,1.37252,0.00918114,0.00918114,0.00918114
15,8447.43,1.09054,0.32607,0.40923,0.98769,1.46575,0.80807,0.78842,0.8619,0.63253,0.82105,0.80381,0.87495,0.83207,0.95727,0.29099,0.35034,0.77289,1.36709,0.00905463,0.00905463,0.00905463
16,8971.76,1.08347,0.32435,0.4054,0.98128,1.45553,0.81771,0.7866,0.86286,0.63567,0.82901,0.80522,0.8781,0.83522,0.94908,0.2872,0.34759,0.76526,1.35834,0.00892007,0.00892007,0.00892007
17,60798.7,1.07488,0.3211,0.40451,0.96573,1.44922,0.81529,0.78882,0.86475,0.63908,0.82624,0.8032,0.8781,0.83574,0.94614,0.28457,0.34545,0.7581,1.35462,0.0087777,0.0087777,0.0087777
18,61337.7,1.06857,0.31161,0.39983,0.95941,1.44075,0.81766,0.78579,0.86695,0.64133,0.83114,0.80117,0.8803,0.83855,0.94274,0.28177,0.34347,0.75159,1.35109,0.00862783,0.00862783,0.00862783
19,61865.2,1.06184,0.30952,0.39696,0.95336,1.43646,0.81875,0.7884,0.86879,0.64361,0.8328,0.80138,0.88079,0.83934,0.93778,0.27952,0.3423,0.74636,1.34631,0.00847076,0.00847076,0.00847076
20,62392.4,1.05247,0.30725,0.39351,0.94035,1.42648,0.82235,0.78538,0.87015,0.64602,0.83435,0.80117,0.88207,0.84043,0.93377,0.27664,0.3409,0.74192,1.34266,0.0083068,0.0083068,0.0083068
21,62919.8,1.0485,0.3035,0.39463,0.93616,1.42401,0.81991,0.79024,0.87142,0.64757,0.83186,0.80279,0.88424,0.843,0.93027,0.27416,0.33966,0.73797,1.33816,0.00813627,0.00813627,0.00813627
22,63446.4,1.0429,0.29945,0.39201,0.92484,1.41819,0.82029,0.79166,0.87221,0.64912,0.8333,0.80421,0.88536,0.84408,0.92641,0.27245,0.33891,0.73509,1.33394,0.00795954,0.00795954,0.00795954
23,63974.2,1.03699,0.29543,0.39023,0.92063,1.41372,0.81932,0.79227,0.87331,0.65082,0.83393,0.80482,0.88625,0.84524,0.92424,0.27099,0.33779,0.73251,1.33177,0.00777694,0.00777694,0.00777694
24,64511.4,1.03177,0.29147,0.38793,0.91563,1.40866,0.82388,0.788,0.87412,0.65182,0.83784,0.8034,0.88626,0.8456,0.92123,0.26911,0.33691,0.73004,1.32806,0.00758885,0.00758885,0.00758885
25,65038.8,1.02564,0.28826,0.38494,0.90647,1.40214,0.82556,0.78538,0.87532,0.65339,0.83792,0.80421,0.88728,0.84714,0.91939,0.26747,0.33592,0.7262,1.32551,0.00739565,0.00739565,0.00739565
26,65565.4,1.02073,0.28619,0.3838,0.90033,1.39512,0.83225,0.7835,0.87618,0.65485,0.8392,0.8034,0.88747,0.84748,0.91679,0.26536,0.33499,0.72364,1.32277,0.00719772,0.00719772,0.00719772
27,66093.2,1.01652,0.28239,0.38134,0.89738,1.39127,0.82347,0.79551,0.87702,0.65618,0.83772,0.80927,0.8877,0.84776,0.91421,0.26353,0.33423,0.72187,1.31969,0.00699547,0.00699547,0.00699547
28,66619.5,1.0108,0.27923,0.37753,0.88647,1.38338,0.82265,0.79571,0.878,0.65779,0.83817,0.8085,0.88814,0.84874,0.9125,0.26212,0.33378,0.71955,1.31753,0.00678931,0.00678931,0.00678931
29,72285.1,1.00573,0.27525,0.37824,0.8826,1.38192,0.82484,0.7947,0.87884,0.65926,0.83809,0.8113,0.88988,0.85098,0.91001,0.26001,0.33295,0.71697,1.31479,0.00657963,0.00657963,0.00657963
30,72820.9,1.00113,0.2741,0.37523,0.88177,1.37664,0.82761,0.79413,0.88009,0.66103,0.84163,0.80968,0.89037,0.85167,0.90754,0.25808,0.33212,0.71457,1.31214,0.00636688,0.00636688,0.00636688
31,73341.4,0.99569,0.26977,0.37508,0.8721,1.37256,0.83151,0.79368,0.88128,0.66279,0.84432,0.80765,0.89121,0.85291,0.90465,0.25667,0.33144,0.71193,1.30919,0.00615148,0.00615148,0.00615148
32,73854.5,0.99095,0.26677,0.37132,0.86123,1.36621,0.83247,0.79328,0.88195,0.66389,0.84494,0.80868,0.89183,0.8538,0.90303,0.25493,0.3308,0.70952,1.30684,0.00593386,0.00593386,0.00593386
33,74365.8,0.98811,0.26533,0.37086,0.86053,1.36411,0.83371,0.79591,0.88344,0.66531,0.84622,0.80889,0.89285,0.85522,0.90101,0.25293,0.32997,0.70707,1.30418,0.00571445,0.00571445,0.00571445
34,74877.5,0.98363,0.26255,0.36894,0.85586,1.35888,0.83526,0.7947,0.88388,0.66601,0.84999,0.80767,0.89447,0.85697,0.89959,0.25141,0.32936,0.70414,1.30249,0.00549371,0.00549371,0.00549371
35,75414.3,0.97667,0.25657,0.36656,0.84845,1.35216,0.83876,0.79429,0.88494,0.66764,0.8532,0.80727,0.89488,0.85818,0.89686,0.24983,0.32866,0.70156,1.29935,0.00527208,0.00527208,0.00527208
36,75940.7,0.97357,0.25765,0.36726,0.84118,1.35079,0.84091,0.79518,0.88556,0.66887,0.85713,0.80786,0.89619,0.85982,0.89473,0.24812,0.32782,0.6994,1.29679,0.00505,0.00505,0.00505
37,76465,0.96821,0.25318,0.36257,0.83493,1.34731,0.84265,0.79591,0.8863,0.67002,0.85702,0.80948,0.89718,0.86072,0.89256,0.24644,0.32711,0.69805,1.29469,0.00482792,0.00482792,0.00482792
38,88794.5,0.96592,0.25239,0.36134,0.83265,1.34149,0.84488,0.7962,0.88668,0.67147,0.85991,0.80907,0.89851,0.86214,0.89008,0.24483,0.32628,0.69681,1.29245,0.00460629,0.00460629,0.00460629
39,89332.7,0.95863,0.24862,0.35908,0.82178,1.33704,0.84642,0.79652,0.88757,0.67262,0.85999,0.8115,0.89925,0.86335,0.88798,0.24316,0.32543,0.69458,1.28988,0.00438555,0.00438555,0.00438555
40,89860.7,0.95677,0.24756,0.35859,0.82029,1.33186,0.8457,0.79935,0.88849,0.67342,0.86005,0.81292,0.89982,0.86408,0.88588,0.24159,0.32437,0.69214,1.28741,0.00416614,0.00416614,0.00416614
41,90385.1,0.9506,0.24296,0.35718,0.81159,1.32694,0.84534,0.80198,0.88936,0.67522,0.86002,0.81393,0.89982,0.86457,0.88425,0.24032,0.32346,0.69023,1.2853,0.00394852,0.00394852,0.00394852
42,93740.5,0.94998,0.24084,0.35527,0.81329,1.32646,0.84502,0.80367,0.88992,0.67615,0.86116,0.81413,0.89995,0.86505,0.88185,0.23855,0.32254,0.68908,1.28261,0.00373312,0.00373312,0.00373312
43,94267.8,0.9411,0.23524,0.35153,0.80446,1.32027,0.84569,0.80445,0.89045,0.67796,0.85927,0.81737,0.90029,0.86551,0.88015,0.23707,0.32149,0.68724,1.28048,0.00352037,0.00352037,0.00352037
44,94791.9,0.93783,0.23421,0.34957,0.79968,1.31787,0.84586,0.80442,0.89147,0.67928,0.86065,0.81595,0.90017,0.866,0.87818,0.23582,0.32054,0.68544,1.27823,0.00331069,0.00331069,0.00331069
45,95316.1,0.93514,0.23153,0.34915,0.79499,1.31229,0.84707,0.80239,0.8925,0.68026,0.86188,0.81494,0.90039,0.86666,0.87579,0.23443,0.31969,0.68416,1.27573,0.00310453,0.00310453,0.00310453
46,155569,0.9266,0.22743,0.34646,0.78916,1.30831,0.83665,0.81555,0.89324,0.68101,0.85714,0.81996,0.90098,0.86747,0.87377,0.23314,0.31875,0.68255,1.27335,0.00290228,0.00290228,0.00290228
47,156105,0.92671,0.22469,0.34415,0.78821,1.30867,0.84194,0.8111,0.89396,0.68235,0.85517,0.82,0.90156,0.86871,0.87228,0.23172,0.31787,0.68129,1.27182,0.00270435,0.00270435,0.00270435
48,156640,0.91872,0.22443,0.3428,0.7763,1.30085,0.8411,0.8115,0.8946,0.68416,0.85492,0.82243,0.90325,0.8702,0.87063,0.23031,0.31703,0.68007,1.27011,0.00251115,0.00251115,0.00251115
49,157175,0.91608,0.22219,0.33989,0.77264,1.30023,0.84036,0.81292,0.89585,0.68495,0.85444,0.82223,0.90312,0.87025,0.86849,0.22875,0.31611,0.67827,1.26764,0.00232306,0.00232306,0.00232306
50,157711,0.91105,0.21828,0.33865,0.77073,1.29546,0.84173,0.81332,0.89659,0.68564,0.8548,0.82102,0.90419,0.87155,0.86672,0.22723,0.31546,0.67732,1.26563,0.00214046,0.00214046,0.00214046
51,158246,0.90762,0.21726,0.33588,0.76523,1.29162,0.83931,0.81595,0.89711,0.68703,0.85777,0.82179,0.90452,0.87216,0.86484,0.22572,0.31472,0.67584,1.26352,0.00196373,0.00196373,0.00196373
52,158781,0.90467,0.21388,0.33608,0.76171,1.28739,0.83897,0.81757,0.89771,0.68832,0.85299,0.8277,0.90498,0.87299,0.86318,0.22411,0.31401,0.67441,1.26143,0.0017932,0.0017932,0.0017932
53,159316,0.89564,0.21125,0.33323,0.7519,1.28292,0.83831,0.81983,0.89823,0.68903,0.85698,0.82507,0.90552,0.87372,0.86153,0.22264,0.31338,0.67283,1.25992,0.00162924,0.00162924,0.00162924
54,159852,0.89561,0.21078,0.33174,0.75092,1.28139,0.84324,0.81574,0.89907,0.69012,0.85677,0.82597,0.90618,0.87504,0.8598,0.22141,0.31265,0.67142,1.25785,0.00147217,0.00147217,0.00147217
55,160387,0.88842,0.20711,0.3289,0.74335,1.27513,0.84564,0.81049,0.89944,0.69098,0.85752,0.82507,0.90692,0.87617,0.85818,0.22027,0.31198,0.67035,1.25571,0.0013223,0.0013223,0.0013223
56,160923,0.88838,0.20457,0.32977,0.74293,1.27624,0.84853,0.81096,0.90038,0.69203,0.86025,0.82345,0.90725,0.87629,0.85672,0.21896,0.3112,0.66829,1.25432,0.00117993,0.00117993,0.00117993
57,161458,0.87934,0.20076,0.32772,0.73495,1.27108,0.84675,0.81231,0.90081,0.69284,0.86101,0.82365,0.90795,0.8772,0.85496,0.21771,0.31058,0.66636,1.25225,0.00104537,0.00104537,0.00104537
58,161994,0.88155,0.2006,0.32485,0.73385,1.27089,0.85537,0.80711,0.90135,0.69388,0.86619,0.82047,0.90835,0.87802,0.85356,0.21649,0.30988,0.66469,1.25072,0.000918862,0.000918862,0.000918862
59,162529,0.8775,0.19898,0.32499,0.72554,1.26477,0.85682,0.80522,0.90168,0.69473,0.86875,0.81737,0.90842,0.87833,0.85207,0.21536,0.30922,0.6633,1.24904,0.000800678,0.000800678,0.000800678
60,163065,0.87296,0.198,0.32166,0.72283,1.26056,0.85242,0.80846,0.90183,0.69513,0.86608,0.81879,0.90873,0.8787,0.85068,0.21424,0.30849,0.66122,1.24735,0.000691052,0.000691052,0.000691052
61,163612,0.84914,0.19592,0.29935,0.61473,1.18868,0.84742,0.81304,0.90253,0.69576,0.86783,0.8189,0.90935,0.87972,0.84932,0.21329,0.30783,0.65916,1.24537,0.000590204,0.000590204,0.000590204
62,164131,0.84116,0.19153,0.2965,0.60787,1.1811,0.84877,0.81478,0.90318,0.69631,0.86653,0.82102,0.9099,0.88042,0.84792,0.21252,0.30723,0.65674,1.24342,0.000498338,0.000498338,0.000498338
63,164649,0.83664,0.19008,0.29448,0.60013,1.17891,0.84763,0.81595,0.90257,0.69684,0.8677,0.82405,0.91093,0.88145,0.84644,0.21149,0.30664,0.65426,1.24164,0.000415637,0.000415637,0.000415637
64,165129,0.835,0.18885,0.2921,0.59888,1.17596,0.84814,0.81737,0.90385,0.69779,0.86734,0.82469,0.91163,0.88232,0.84508,0.21065,0.306,0.65205,1.23997,0.00034227,0.00034227,0.00034227
65,165594,0.83042,0.18659,0.29144,0.5913,1.17246,0.85103,0.81663,0.90461,0.69873,0.86641,0.8275,0.91173,0.88221,0.84359,0.20999,0.30547,0.64948,1.23827,0.000278384,0.000278384,0.000278384
66,166050,0.82793,0.18578,0.28943,0.59133,1.17029,0.84549,0.82365,0.90531,0.69995,0.86796,0.82648,0.91168,0.8826,0.84229,0.20911,0.30484,0.64715,1.23699,0.000224107,0.000224107,0.000224107
67,166505,0.82878,0.18609,0.28975,0.58956,1.17021,0.85088,0.82029,0.9057,0.70117,0.86657,0.8279,0.91267,0.88366,0.84125,0.20832,0.30432,0.6441,1.23557,0.000179549,0.000179549,0.000179549
68,166981,0.82585,0.18355,0.28933,0.58749,1.1684,0.84258,0.82729,0.90597,0.70159,0.8671,0.8281,0.91297,0.88388,0.84024,0.20781,0.30396,0.64215,1.23416,0.000144799,0.000144799,0.000144799
69,167461,0.82446,0.18279,0.28805,0.58484,1.16681,0.83997,0.82895,0.90625,0.7022,0.86627,0.83152,0.91314,0.88415,0.83924,0.20718,0.3034,0.63952,1.23277,0.000119927,0.000119927,0.000119927
70,167942,0.82308,0.18313,0.28711,0.5843,1.1695,0.8417,0.83002,0.90699,0.70263,0.86126,0.83782,0.91321,0.88415,0.83855,0.20687,0.30304,0.63768,1.23171,0.000104984,0.000104984,0.000104984
