epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,551.124,0.71865,0.10788,0.22366,0.54647,1.24052,0.95638,0.99206,0.99244,0.75631,0.94872,0.98413,0.98812,0.96309,0.9953,0.1363,0.12609,0.39646,0.90773,0.00473919,0.00473919,0.00473919
28,571.758,0.706,0.10632,0.21239,0.51825,1.20769,0.98667,0.9881,0.99235,0.76672,0.97868,0.98016,0.98741,0.97327,0.98147,0.11462,0.13174,0.39198,0.90559,0.0044296,0.0044296,0.0044296
29,592.075,0.71333,0.10801,0.22714,0.53094,1.22133,0.98415,0.98546,0.99311,0.76518,0.98019,0.98149,0.99182,0.97668,0.98271,0.104,0.10304,0.38938,0.89921,0.00412246,0.00412246,0.00412246
30,612.844,0.70331,0.10471,0.22257,0.51324,1.21771,0.98594,0.9881,0.99391,0.77044,0.98194,0.98413,0.99165,0.97296,0.95519,0.11075,0.11318,0.37195,0.88676,0.00381899,0.00381899,0.00381899
31,632.857,0.68584,0.10369,0.21086,0.5017,1.19679,0.98812,0.99034,0.99342,0.76967,0.98036,0.99028,0.99286,0.97885,0.95367,0.10371,0.11211,0.36779,0.88082,0.00352037,0.00352037,0.00352037
32,652.812,0.68296,0.09752,0.20151,0.49116,1.19978,0.97273,0.99101,0.99345,0.76925,0.96494,0.98307,0.99005,0.97557,0.957,0.0984,0.10746,0.3756,0.88496,0.00322778,0.00322778,0.00322778
33,672.966,0.70594,0.10038,0.20311,0.49612,1.20655,0.98418,0.98769,0.99415,0.78178,0.97628,0.97987,0.99108,0.97456,0.94965,0.10534,0.11266,0.37457,0.86652,0.00294239,0.00294239,0.00294239
34,693.255,0.67545,0.10072,0.20399,0.48508,1.1956,0.98654,0.99603,0.99356,0.78525,0.98261,0.99206,0.99244,0.98137,0.94242,0.09724,0.0952,0.35544,0.8731,0.00266532,0.00266532,0.00266532
35,714.686,0.67546,0.0919,0.19092,0.49443,1.17635,0.99494,0.9881,0.99344,0.77946,0.98695,0.98016,0.98992,0.9769,0.94271,0.09854,0.09812,0.36354,0.86774,0.00239766,0.00239766,0.00239766
36,735.296,0.67222,0.08754,0.19486,0.47836,1.19168,0.99601,0.99051,0.99357,0.78164,0.98404,0.97855,0.98688,0.97235,0.94311,0.09092,0.10142,0.36583,0.86107,0.00214046,0.00214046,0.00214046
37,756.051,0.67278,0.09277,0.19428,0.48787,1.18293,0.99426,0.99603,0.99393,0.78722,0.98808,0.98704,0.99151,0.97845,0.93027,0.09131,0.09318,0.34943,0.84778,0.00189475,0.00189475,0.00189475
38,776.092,0.67135,0.08957,0.18893,0.47906,1.17015,0.99324,0.9881,0.99365,0.7924,0.98925,0.98413,0.99147,0.97991,0.92808,0.09014,0.08841,0.35385,0.84335,0.00166149,0.00166149,0.00166149
39,796.737,0.65936,0.08204,0.18166,0.47327,1.17234,0.9875,0.9881,0.99328,0.79052,0.97957,0.98016,0.9904,0.97606,0.93205,0.08608,0.0846,0.35273,0.84212,0.00144161,0.00144161,0.00144161
40,816.998,0.6409,0.08659,0.17678,0.45834,1.15562,0.99053,0.99603,0.99352,0.79134,0.98866,0.98413,0.99157,0.98232,0.92586,0.08147,0.08341,0.34592,0.83954,0.00123596,0.00123596,0.00123596
41,859.634,0.84615,0.10854,0.12409,0.35586,0.88793,0.98723,0.99603,0.99385,0.78333,0.9826,0.98413,0.9925,0.98105,0.9314,0.08142,0.07645,0.34338,0.84379,0.00104537,0.00104537,0.00104537
42,879.483,0.85285,0.09792,0.11343,0.34562,0.88577,0.98573,1,0.99372,0.78991,0.98467,0.98413,0.99279,0.98221,0.93658,0.08149,0.08003,0.34393,0.84538,0.000870577,0.000870577,0.000870577
43,899.641,0.85327,0.09231,0.1176,0.33965,0.8814,0.98741,1,0.99356,0.79435,0.97957,0.99206,0.99237,0.98266,0.91509,0.07698,0.07502,0.34307,0.83367,0.000712282,0.000712282,0.000712282
44,920.164,0.82973,0.09482,0.10785,0.32918,0.87164,0.98823,0.99995,0.99395,0.79399,0.98264,0.99206,0.99309,0.98537,0.91259,0.07855,0.06429,0.33556,0.82741,0.000571106,0.000571106,0.000571106
45,939.969,0.84242,0.0959,0.11145,0.33105,0.86633,0.99141,1,0.99382,0.79458,0.98355,0.99206,0.99275,0.985,0.91146,0.07651,0.06718,0.33248,0.82502,0.000447606,0.000447606,0.000447606
46,959.869,0.81786,0.08866,0.09208,0.31805,0.85672,0.99081,1,0.99368,0.79959,0.98813,0.99127,0.99267,0.98276,0.90802,0.07721,0.06434,0.33223,0.82035,0.00034227,0.00034227,0.00034227
47,979.854,0.82386,0.08994,0.09636,0.32398,0.85335,0.99212,0.99868,0.99346,0.79835,0.98712,0.99206,0.99237,0.98435,0.9076,0.07824,0.06201,0.33024,0.82072,0.000255513,0.000255513,0.000255513
48,999.958,0.83007,0.08706,0.10017,0.32733,0.86326,0.98717,1,0.99346,0.79968,0.98662,0.99206,0.99246,0.98454,0.90787,0.07809,0.06906,0.33262,0.81885,0.000187678,0.000187678,0.000187678
49,1020.14,0.81134,0.09109,0.10005,0.31692,0.85966,0.98835,0.99603,0.99354,0.79931,0.98814,0.99165,0.99252,0.9851,0.9079,0.07671,0.06412,0.33294,0.81819,0.000139032,0.000139032,0.000139032
50,1040.47,0.82729,0.08977,0.09683,0.32023,0.85691,0.98699,1,0.99363,0.80202,0.98672,0.99206,0.99265,0.98515,0.90485,0.07585,0.06394,0.33055,0.81749,0.000109768,0.000109768,0.000109768
